이름,선거구,선거구명,종류,회,기호,남여,정당,연령,직업,여당평가,당선여부,득표율,지역구분
고남종,충남,예산군,구시군의장선거,7,1,남,rev,62,정당인,74.43499999999997,False,,1
황선봉,충남,예산군,구시군의장선거,7,2,남,con,68,,74.43499999999997,True,,1
김승수,전북,전주시,구시군의장선거,7,1,남,rev,49,,74.43499999999997,True,,2
이현웅,전북,전주시,구시군의장선거,7,3,남,rev,55,정당인,74.43499999999997,False,,2
오형수,전북,전주시,구시군의장선거,7,3,남,rev,55,,74.43499999999997,False,,2
강임준,전북,군산시,구시군의장선거,7,1,남,rev,62,정당인,74.43499999999997,True,,2
이근열,전북,군산시,구시군의장선거,7,2,남,con,44,,74.43499999999997,False,,2
진희완,전북,군산시,구시군의장선거,7,3,남,con,53,,74.43499999999997,False,,2
박종서,전북,군산시,구시군의장선거,7,3,남,rev,71,,74.43499999999997,False,,2
서동석,전북,군산시,구시군의장선거,7,3,남,rem,58,,74.43499999999997,False,,2
김용경,전북,군산시,구시군의장선거,7,3,남,rem,54,,74.43499999999997,False,,2
김영배,전북,익산시,구시군의장선거,7,1,남,rev,63,,74.43499999999997,False,,2
정헌율,전북,익산시,구시군의장선거,7,3,남,rev,60,,74.43499999999997,True,,2
유진섭,전북,정읍시,구시군의장선거,7,1,남,rev,51,,74.43499999999997,True,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
석호현,경기,화성시,구시군의장선거,7,2,남,con,57,정당인,74.43499999999997,False,,3
김대근,부산,사상구,구시군의장선거,7,1,남,rev,51,정당인,74.43499999999997,True,,1
금봉달,부산,중구,구시군의장선거,7,3,남,rem,58,,74.43499999999997,False,,1
이흥수,인천,동구,구시군의장선거,7,2,남,con,57,,74.43499999999997,False,,1
박겸수,서울,강북구,구시군의장선거,7,1,남,rev,58,,74.43499999999997,True,,2
정동균,경기,양평군,구시군의장선거,7,1,남,rev,58,정당인,74.43499999999997,True,,2
박형덕,경기,동두천시,구시군의장선거,7,2,남,con,58,정당인,74.43499999999997,False,,1
장성수,광주,광산구,구시군의장선거,7,3,남,rem,58,,74.43499999999997,False,,2
정동일,서울,중구,구시군의장선거,7,3,남,rev,63,,74.43499999999997,False,,2
전상인,충북,옥천군,구시군의장선거,7,2,남,con,49,,74.43499999999997,False,,1
정동만,부산,기장군,구시군의장선거,7,2,남,con,52,정당인,74.43499999999997,False,,1
은수미,경기,성남시,구시군의장선거,7,1,여,rev,54,정당인,74.43499999999997,True,,1
이창규,경기,가평군,구시군의장선거,7,3,남,rem,60,,74.43499999999997,False,,2
신현무,부산,사하구,구시군의장선거,7,3,남,con,63,정당인,74.43499999999997,False,,1
최홍묵,충남,계룡시,구시군의장선거,7,1,남,rev,69,,74.43499999999997,True,,1
오세현,충남,아산시,구시군의장선거,7,1,남,rev,49,정당인,74.43499999999997,True,,1
신계용,경기,과천시,구시군의장선거,7,2,여,con,54,,74.43499999999997,False,,3
오형수,전북,전주시,구시군의장선거,7,3,남,rev,55,,74.43499999999997,False,,2
노기태,부산,강서구,구시군의장선거,7,1,남,rev,71,,74.43499999999997,True,,1
박종서,전북,군산시,구시군의장선거,7,3,남,rev,71,,74.43499999999997,False,,2
조인묵,강원,양구군,구시군의장선거,7,1,남,rev,59,정당인,74.43499999999997,True,,1
이상천,충북,제천시,구시군의장선거,7,1,남,rev,57,정당인,74.43499999999997,True,,1
이상헌,충남,금산군,구시군의장선거,7,2,남,con,61,,74.43499999999997,False,,1
오성환,충남,당진시,구시군의장선거,7,2,남,con,60,정당인,74.43499999999997,False,,2
정천석,울산,동구,구시군의장선거,7,1,남,rev,66,,74.43499999999997,True,,1
이동환,경기,고양시,구시군의장선거,7,2,남,con,52,정당인,74.43499999999997,False,,2
김복동,서울,종로구,구시군의장선거,7,3,남,con,68,정당인,74.43499999999997,False,,3
황선봉,충남,예산군,구시군의장선거,7,2,남,con,68,,74.43499999999997,True,,1
김동일,충남,보령시,구시군의장선거,7,2,남,con,69,정당인,74.43499999999997,True,,1
이창원,충남,논산시,구시군의장선거,7,3,남,con,60,,74.43499999999997,False,,1
안영배,서울,금천구,구시군의장선거,7,3,남,con,51,,74.43499999999997,False,,2
양희태,강원,삼척시,구시군의장선거,7,3,남,rem,44,,74.43499999999997,False,,1
김종필,충북,진천군,구시군의장선거,7,2,남,con,54,,74.43499999999997,False,,3
안성훈,충남,천안시,구시군의장선거,7,3,남,rem,57,,74.43499999999997,False,,2
이재현,울산,동구,구시군의장선거,7,3,남,rev,59,,74.43499999999997,False,,1
안성규,서울,성동구,구시군의장선거,7,3,남,con,46,,74.43499999999997,False,,2
이행자,서울,관악구,구시군의장선거,7,3,여,con,45,정당인,74.43499999999997,False,,2
유영목,강원,영월군,구시군의장선거,7,1,남,rev,57,정당인,74.43499999999997,False,,1
김만근,부산,서구,구시군의장선거,7,3,남,rem,57,,74.43499999999997,False,,1
김복동,서울,종로구,구시군의장선거,7,3,남,con,68,정당인,74.43499999999997,False,,3
박재본,부산,남구,구시군의장선거,7,2,남,con,63,정당인,74.43499999999997,False,,1
신동헌,경기,광주시,구시군의장선거,7,1,남,rev,66,,74.43499999999997,True,,1
최영근,경기,화성시,구시군의장선거,7,3,남,con,58,정당인,74.43499999999997,False,,3
류한우,충북,단양군,구시군의장선거,7,2,남,con,68,,74.43499999999997,True,,1
이경일,강원,고성군,구시군의장선거,7,1,남,rev,60,,74.43499999999997,True,,1
염동옥,서울,양천구,구시군의장선거,7,3,남,rem,55,,74.43499999999997,False,,3
이성문,부산,연제구,구시군의장선거,7,1,남,rev,44,,74.43499999999997,True,,1
박주원,경기,안산시,구시군의장선거,7,3,남,con,59,정당인,74.43499999999997,False,,2
이은방,광주,북구,구시군의장선거,7,3,남,rev,55,정당인,74.43499999999997,False,,2
이필운,경기,안양시,구시군의장선거,7,2,남,con,63,,74.43499999999997,False,,2
박성민,울산,중구,구시군의장선거,7,2,남,con,59,,74.43499999999997,False,,1
정원오,서울,성동구,구시군의장선거,7,1,남,rev,49,,74.43499999999997,True,,2
신언관,충북,청주시,구시군의장선거,7,3,남,con,61,,74.43499999999997,False,,1
홍승표,경기,광주시,구시군의장선거,7,2,남,con,62,정당인,74.43499999999997,False,,1
김한근,강원,강릉시,구시군의장선거,7,2,남,con,54,,74.43499999999997,True,,1
이권재,경기,오산시,구시군의장선거,7,2,남,con,54,정당인,74.43499999999997,False,,2
송인헌,충북,괴산군,구시군의장선거,7,2,남,con,62,,74.43499999999997,False,,3
김인수,충북,보은군,구시군의장선거,7,1,남,rev,64,,74.43499999999997,False,,1
송인헌,충북,괴산군,구시군의장선거,7,2,남,con,62,,74.43499999999997,False,,3
최상기,강원,인제군,구시군의장선거,7,1,남,rev,63,정당인,74.43499999999997,True,,1
김광종,서울,강남구,구시군의장선거,7,3,남,rem,55,,74.43499999999997,False,,1
구경서,경기,하남시,구시군의장선거,7,2,남,con,56,,74.43499999999997,False,,1
차형규,부산,해운대구,구시군의장선거,7,3,남,rem,55,,74.43499999999997,False,,1
이해동,부산,연제구,구시군의장선거,7,2,남,con,63,정당인,74.43499999999997,False,,1
김춘수,서울,영등포구,구시군의장선거,7,2,남,con,68,정당인,74.43499999999997,False,,3
강경식,경기,수원시,구시군의장선거,7,3,남,con,54,정당인,74.43499999999997,False,,2
이상복,인천,강화군,구시군의장선거,7,3,남,rem,64,,74.43499999999997,False,,3
김상문,충북,보은군,구시군의장선거,7,3,남,rem,65,,74.43499999999997,False,,1
윤성일,서울,마포구,구시군의장선거,7,3,남,rev,42,,74.43499999999997,False,,2
박춘희,서울,송파구,구시군의장선거,7,2,여,con,63,,74.43499999999997,False,,1
김철수,강원,속초시,구시군의장선거,7,1,남,rev,61,정당인,74.43499999999997,True,,1
이필용,충북,음성군,구시군의장선거,7,2,남,con,56,,74.43499999999997,False,,3
김필우,인천,옹진군,구시군의장선거,7,3,남,rem,69,,74.43499999999997,False,,1
박세복,충북,영동군,구시군의장선거,7,2,남,con,55,,74.43499999999997,True,,1
이영훈,인천,남구,구시군의장선거,7,2,남,con,50,,74.43499999999997,False,,1
황인호,대전,동구,구시군의장선거,7,1,남,rev,59,,74.43499999999997,True,,1
이화복,인천,남동구,구시군의장선거,7,3,남,con,58,,74.43499999999997,False,,2
노승국,서울,성북구,구시군의장선거,7,3,남,con,48,정당인,74.43499999999997,False,,2
정하영,경기,김포시,구시군의장선거,7,1,남,rev,55,정당인,74.43499999999997,True,,3
안영배,서울,금천구,구시군의장선거,7,3,남,con,51,,74.43499999999997,False,,2
오형수,전북,전주시,구시군의장선거,7,3,남,rev,55,,74.43499999999997,False,,2
정천석,울산,동구,구시군의장선거,7,1,남,rev,66,,74.43499999999997,True,,1
남궁형,경기,광주시,구시군의장선거,7,3,남,con,60,정당인,74.43499999999997,False,,1
이기영,경기,안성시,구시군의장선거,7,3,남,rem,56,,74.43499999999997,False,,1
윤승근,강원,고성군,구시군의장선거,7,2,남,con,63,,74.43499999999997,False,,1
김재근,울산,북구,구시군의장선거,7,3,남,con,59,,74.43499999999997,False,,1
이인희,경기,남양주시,구시군의장선거,7,3,남,con,46,정당인,74.43499999999997,False,,2
양창호,서울,영등포구,구시군의장선거,7,3,남,con,50,정당인,74.43499999999997,False,,3
조길형,서울,영등포구,구시군의장선거,7,3,남,rem,61,,74.43499999999997,False,,3
이성희,서울,강북구,구시군의장선거,7,2,남,con,61,정당인,74.43499999999997,False,,2
권상섭,부산,기장군,구시군의장선거,7,3,남,con,70,정당인,74.43499999999997,False,,1
장영하,경기,성남시,구시군의장선거,7,3,남,con,60,,74.43499999999997,False,,1
유태호,강원,태백시,구시군의장선거,7,1,남,rev,54,정당인,74.43499999999997,True,,1
염태영,경기,수원시,구시군의장선거,7,1,남,rev,57,,74.43499999999997,True,,2
허필홍,강원,홍천군,구시군의장선거,7,1,남,rev,54,정당인,74.43499999999997,True,,1
김만근,부산,서구,구시군의장선거,7,3,남,rem,57,,74.43499999999997,False,,1
박정현,대전,대덕구,구시군의장선거,7,1,여,rev,53,정당인,74.43499999999997,True,,1
김영배,전북,익산시,구시군의장선거,7,1,남,rev,63,,74.43499999999997,False,,2
김재근,울산,북구,구시군의장선거,7,3,남,con,59,,74.43499999999997,False,,1
방승일,강원,화천군,구시군의장선거,7,3,남,con,61,,74.43499999999997,False,,1
윤화섭,경기,안산시,구시군의장선거,7,1,남,rev,62,정당인,74.43499999999997,True,,2
정찬민,경기,용인시,구시군의장선거,7,2,남,con,60,,74.43499999999997,False,,3
이병찬,강원,삼척시,구시군의장선거,7,3,남,rem,62,,74.43499999999997,False,,1
박삼석,부산,동구,구시군의장선거,7,2,남,con,68,,74.43499999999997,False,,1
김광철,경기,연천군,구시군의장선거,7,2,남,con,59,정당인,74.43499999999997,True,,1
이은방,광주,북구,구시군의장선거,7,3,남,rev,55,정당인,74.43499999999997,False,,2
유강렬,경기,양평군,구시군의장선거,7,3,남,rem,38,,74.43499999999997,False,,2
장정민,인천,옹진군,구시군의장선거,7,1,남,rev,48,,74.43499999999997,True,,1
김호규,강원,태백시,구시군의장선거,7,3,남,rem,60,,74.43499999999997,False,,1
신철희,경기,여주시,구시군의장선거,7,3,남,rem,45,,74.43499999999997,False,,1
장성수,광주,광산구,구시군의장선거,7,3,남,rem,58,,74.43499999999997,False,,2
김동일,충남,보령시,구시군의장선거,7,2,남,con,69,정당인,74.43499999999997,True,,1
이화복,인천,남동구,구시군의장선거,7,3,남,con,58,,74.43499999999997,False,,2
윤화섭,경기,안산시,구시군의장선거,7,1,남,rev,62,정당인,74.43499999999997,True,,2
박상돈,충남,천안시,구시군의장선거,7,2,남,con,68,정당인,74.43499999999997,False,,2
장석삼,강원,양양군,구시군의장선거,7,3,남,rem,48,,74.43499999999997,False,,1
구본영,충남,천안시,구시군의장선거,7,1,남,rev,65,,74.43499999999997,True,,2
김상문,충북,보은군,구시군의장선거,7,3,남,rem,65,,74.43499999999997,False,,1
서양호,서울,중구,구시군의장선거,7,1,남,rev,50,정당인,74.43499999999997,True,,2
정천석,울산,동구,구시군의장선거,7,1,남,rev,66,,74.43499999999997,True,,1
남칠우,대구,수성구,구시군의장선거,7,1,남,rev,58,정당인,74.43499999999997,False,,1
황인호,대전,동구,구시군의장선거,7,1,남,rev,59,,74.43499999999997,True,,1
채현병,충남,홍성군,구시군의장선거,7,3,남,con,69,,74.43499999999997,False,,1
전상인,충북,옥천군,구시군의장선거,7,2,남,con,49,,74.43499999999997,False,,1
서양호,서울,중구,구시군의장선거,7,1,남,rev,50,정당인,74.43499999999997,True,,2
이성,서울,구로구,구시군의장선거,7,1,남,rev,61,,74.43499999999997,True,,2
박용갑,대전,중구,구시군의장선거,7,1,남,rev,61,,74.43499999999997,True,,3
이상헌,경기,파주시,구시군의장선거,7,3,남,rev,40,정당인,74.43499999999997,False,,3
정동균,경기,양평군,구시군의장선거,7,1,남,rev,58,정당인,74.43499999999997,True,,2
황인호,대전,동구,구시군의장선거,7,1,남,rev,59,,74.43499999999997,True,,1
장덕천,경기,부천시,구시군의장선거,7,1,남,rev,52,,74.43499999999997,True,,2
정천석,울산,동구,구시군의장선거,7,1,남,rev,66,,74.43499999999997,True,,1
고남석,인천,연수구,구시군의장선거,7,1,남,rev,60,정당인,74.43499999999997,True,,1
권태형,대구,남구,구시군의장선거,7,3,남,rem,58,,74.43499999999997,False,,1
김동근,경기,의정부시,구시군의장선거,7,2,남,con,56,정당인,74.43499999999997,False,,3
심재국,강원,평창군,구시군의장선거,7,2,남,con,61,,74.43499999999997,False,,1
이재현,울산,동구,구시군의장선거,7,3,남,rev,59,,74.43499999999997,False,,1
최욱철,강원,강릉시,구시군의장선거,7,1,남,rev,65,,74.43499999999997,False,,1
김철수,강원,속초시,구시군의장선거,7,1,남,rev,61,정당인,74.43499999999997,True,,1
박범인,충남,금산군,구시군의장선거,7,3,남,rem,58,,74.43499999999997,False,,1
김진호,충남,금산군,구시군의장선거,7,3,남,rem,67,,74.43499999999997,False,,1
김영배,전북,익산시,구시군의장선거,7,1,남,rev,63,,74.43499999999997,False,,2
이상천,충북,제천시,구시군의장선거,7,1,남,rev,57,정당인,74.43499999999997,True,,1
김희철,서울,관악구,구시군의장선거,7,3,남,rev,70,정당인,74.43499999999997,False,,2
이동권,울산,북구,구시군의장선거,7,1,남,rev,60,,74.43499999999997,True,,1
김한근,강원,강릉시,구시군의장선거,7,2,남,con,54,,74.43499999999997,True,,1
김영우,광주,동구,구시군의장선거,7,3,남,con,49,정당인,74.43499999999997,False,,2
이성희,서울,강북구,구시군의장선거,7,2,남,con,61,정당인,74.43499999999997,False,,2
김양호,강원,삼척시,구시군의장선거,7,1,남,rev,56,,74.43499999999997,True,,1
김귀봉,광주,남구,구시군의장선거,7,3,남,rem,59,,74.43499999999997,False,,2
장신상,강원,횡성군,구시군의장선거,7,1,남,rev,62,,74.43499999999997,False,,1
구경서,경기,하남시,구시군의장선거,7,2,남,con,56,,74.43499999999997,False,,1
최승준,강원,정선군,구시군의장선거,7,1,남,rev,61,,74.43499999999997,True,,1
이재현,울산,동구,구시군의장선거,7,3,남,rev,59,,74.43499999999997,False,,1
류경기,서울,중랑구,구시군의장선거,7,1,남,rev,56,정당인,74.43499999999997,True,,3
신동헌,경기,광주시,구시군의장선거,7,1,남,rev,66,,74.43499999999997,True,,1
성장현,서울,용산구,구시군의장선거,7,1,남,rev,63,,74.43499999999997,True,,1
안성훈,충남,천안시,구시군의장선거,7,3,남,rem,57,,74.43499999999997,False,,2
김영종,서울,종로구,구시군의장선거,7,1,남,rev,64,,74.43499999999997,True,,3
김상국,경기,용인시,구시군의장선거,7,3,남,con,65,,74.43499999999997,False,,3
강대식,대구,동구,구시군의장선거,7,3,남,con,58,,74.43499999999997,False,,1
박종서,전북,군산시,구시군의장선거,7,3,남,rev,71,,74.43499999999997,False,,2
박상돈,충남,천안시,구시군의장선거,7,2,남,con,68,정당인,74.43499999999997,False,,2
조경곤,인천,서구,구시군의장선거,7,3,남,rem,51,,74.43499999999997,False,,3
구본항,대구,북구,구시군의장선거,7,3,남,con,61,,74.43499999999997,False,,1
이종율,강원,양양군,구시군의장선거,7,1,남,rev,56,정당인,74.43499999999997,False,,1
박겸수,서울,강북구,구시군의장선거,7,1,남,rev,58,,74.43499999999997,True,,2
신재학,서울,동대문구,구시군의장선거,7,2,남,con,66,,74.43499999999997,False,,2
박동영,충북,괴산군,구시군의장선거,7,3,남,rem,63,,74.43499999999997,False,,3
노기태,부산,강서구,구시군의장선거,7,1,남,rev,71,,74.43499999999997,True,,1
유승우,부산,서구,구시군의장선거,7,3,남,rem,53,,74.43499999999997,False,,1
김중남,강원,강릉시,구시군의장선거,7,3,남,rem,55,,74.43499999999997,False,,1
김정섭,충남,공주시,구시군의장선거,7,1,남,rev,52,정당인,74.43499999999997,True,,1
백영현,경기,포천시,구시군의장선거,7,2,남,con,57,정당인,74.43499999999997,False,,1
최종연,강원,태백시,구시군의장선거,7,3,남,con,58,,74.43499999999997,False,,1
한왕기,강원,평창군,구시군의장선거,7,1,남,rev,58,정당인,74.43499999999997,True,,1
김한근,강원,강릉시,구시군의장선거,7,2,남,con,54,,74.43499999999997,True,,1
전재준,인천,중구,구시군의장선거,7,3,남,con,59,정당인,74.43499999999997,False,,1
이승로,서울,성북구,구시군의장선거,7,1,남,rev,58,정당인,74.43499999999997,True,,2
백군기,경기,용인시,구시군의장선거,7,1,남,rev,68,정당인,74.43499999999997,True,,3
이춘성,경기,오산시,구시군의장선거,7,3,남,con,62,,74.43499999999997,False,,2
현정길,부산,남구,구시군의장선거,7,3,남,rev,55,정당인,74.43499999999997,False,,1
오경석,부산,중구,구시군의장선거,7,3,남,con,53,정당인,74.43499999999997,False,,1
이재수,강원,춘천시,구시군의장선거,7,1,남,rev,53,정당인,74.43499999999997,True,,1
김동근,경기,의정부시,구시군의장선거,7,2,남,con,56,정당인,74.43499999999997,False,,3
박세복,충북,영동군,구시군의장선거,7,2,남,con,55,,74.43499999999997,True,,1
박형덕,경기,동두천시,구시군의장선거,7,2,남,con,58,정당인,74.43499999999997,False,,1
황선봉,충남,예산군,구시군의장선거,7,2,남,con,68,,74.43499999999997,True,,1
정동균,경기,양평군,구시군의장선거,7,1,남,rev,58,정당인,74.43499999999997,True,,2
백군기,경기,용인시,구시군의장선거,7,1,남,rev,68,정당인,74.43499999999997,True,,3
